dep_ct,arr_ct,loc,hour
6,10,Smith Pl at Wilson Rd,13
7,6,Smith Pl at Wilson Rd,14
15,16,Smith Pl at Wilson Rd,15
12,5,Smith Pl at Wilson Rd,16
13,13,Smith Pl at Wilson Rd,17
10,14,Smith Pl at Wilson Rd,18
2,,Smith Pl at Wilson Rd,19
2,1,Smith Pl at Wilson Rd,20
4,,Smith Pl at Wilson Rd,21
3,,Smith Pl at Wilson Rd,23
774,771,Soldiers Field Park - 111 Western Ave,
51,64,Soldiers Field Park - 111 Western Ave,0
26,37,Soldiers Field Park - 111 Western Ave,1
6,16,Soldiers Field Park - 111 Western Ave,2
5,16,Soldiers Field Park - 111 Western Ave,3
15,10,Soldiers Field Park - 111 Western Ave,4
22,65,Soldiers Field Park - 111 Western Ave,5
61,28,Soldiers Field Park - 111 Western Ave,6
128,86,Soldiers Field Park - 111 Western Ave,7
160,156,Soldiers Field Park - 111 Western Ave,8
218,183,Soldiers Field Park - 111 Western Ave,9
268,244,Soldiers Field Park - 111 Western Ave,10
299,276,Soldiers Field Park - 111 Western Ave,11
341,357,Soldiers Field Park - 111 Western Ave,12
343,299,Soldiers Field Park - 111 Western Ave,13
377,322,Soldiers Field Park - 111 Western Ave,14
364,364,Soldiers Field Park - 111 Western Ave,15
385,437,Soldiers Field Park - 111 Western Ave,16
440,503,Soldiers Field Park - 111 Western Ave,17
563,490,Soldiers Field Park - 111 Western Ave,18
440,420,Soldiers Field Park - 111 Western Ave,19
257,271,Soldiers Field Park - 111 Western Ave,20
135,192,Soldiers Field Park - 111 Western Ave,21
88,116,Soldiers Field Park - 111 Western Ave,22
89,116,Soldiers Field Park - 111 Western Ave,23
383,281,Somerville City Hall,
19,29,Somerville City Hall,0
5,14,Somerville City Hall,1
4,15,Somerville City Hall,2
6,6,Somerville City Hall,3
2,2,Somerville City Hall,4
32,,Somerville City Hall,5
74,6,Somerville City Hall,6
119,16,Somerville City Hall,7
143,38,Somerville City Hall,8
108,50,Somerville City Hall,9
122,45,Somerville City Hall,10
156,50,Somerville City Hall,11
120,79,Somerville City Hall,12
123,83,Somerville City Hall,13
101,110,Somerville City Hall,14
110,105,Somerville City Hall,15
102,116,Somerville City Hall,16
131,166,Somerville City Hall,17
151,162,Somerville City Hall,18
110,179,Somerville City Hall,19
65,102,Somerville City Hall,20
70,56,Somerville City Hall,21
29,47,Somerville City Hall,22
18,26,Somerville City Hall,23
24,19,Somerville City Hall Annex,
8,9,Somerville City Hall Annex,0
3,12,Somerville City Hall Annex,1
1,,Somerville City Hall Annex,3
1,,Somerville City Hall Annex,4
18,,Somerville City Hall Annex,5
40,7,Somerville City Hall Annex,6
30,10,Somerville City Hall Annex,7
87,13,Somerville City Hall Annex,8
47,16,Somerville City Hall Annex,9
22,18,Somerville City Hall Annex,10
48,19,Somerville City Hall Annex,11
34,26,Somerville City Hall Annex,12
38,29,Somerville City Hall Annex,13
40,46,Somerville City Hall Annex,14
43,70,Somerville City Hall Annex,15
46,65,Somerville City Hall Annex,16
89,68,Somerville City Hall Annex,17
59,88,Somerville City Hall Annex,18
53,99,Somerville City Hall Annex,19
34,75,Somerville City Hall Annex,20
11,34,Somerville City Hall Annex,21
15,24,Somerville City Hall Annex,22
10,5,Somerville City Hall Annex,23
65,41,Somerville Hospital,
6,5,Somerville Hospital,0
8,6,Somerville Hospital,1
6,5,Somerville Hospital,2
1,,Somerville Hospital,3
10,1,Somerville Hospital,5
29,2,Somerville Hospital,6
71,18,Somerville Hospital,7
135,32,Somerville Hospital,8
111,48,Somerville Hospital,9
92,57,Somerville Hospital,10
109,61,Somerville Hospital,11
102,70,Somerville Hospital,12
89,57,Somerville Hospital,13
123,99,Somerville Hospital,14
107,130,Somerville Hospital,15
74,95,Somerville Hospital,16
95,106,Somerville Hospital,17
106,124,Somerville Hospital,18
89,136,Somerville Hospital,19
47,79,Somerville Hospital,20
39,61,Somerville Hospital,21
16,28,Somerville Hospital,22
20,25,Somerville Hospital,23
654,694,South Boston Library - 646 E Broadway,
141,104,South Boston Library - 646 E Broadway,0
187,93,South Boston Library - 646 E Broadway,1
91,43,South Boston Library - 646 E Broadway,2
31,18,South Boston Library - 646 E Broadway,3
15,6,South Boston Library - 646 E Broadway,4
50,12,South Boston Library - 646 E Broadway,5
152,49,South Boston Library - 646 E Broadway,6
233,143,South Boston Library - 646 E Broadway,7
261,185,South Boston Library - 646 E Broadway,8
199,172,South Boston Library - 646 E Broadway,9
220,247,South Boston Library - 646 E Broadway,10
289,310,South Boston Library - 646 E Broadway,11
327,411,South Boston Library - 646 E Broadway,12
361,438,South Boston Library - 646 E Broadway,13
394,450,South Boston Library - 646 E Broadway,14
363,430,South Boston Library - 646 E Broadway,15
500,524,South Boston Library - 646 E Broadway,16
709,784,South Boston Library - 646 E Broadway,17
706,738,South Boston Library - 646 E Broadway,18
468,540,South Boston Library - 646 E Broadway,19
273,360,South Boston Library - 646 E Broadway,20
177,279,South Boston Library - 646 E Broadway,21
202,217,South Boston Library - 646 E Broadway,22
201,176,South Boston Library - 646 E Broadway,23
803,777,South End Library - Tremont St at W Newton St,
28,46,South End Library - Tremont St at W Newton St,0
17,19,South End Library - Tremont St at W Newton St,1
12,12,South End Library - Tremont St at W Newton St,2
6,1,South End Library - Tremont St at W Newton St,3
7,4,South End Library - Tremont St at W Newton St,4
37,7,South End Library - Tremont St at W Newton St,5
304,33,South End Library - Tremont St at W Newton St,6
262,131,South End Library - Tremont St at W Newton St,7
319,149,South End Library - Tremont St at W Newton St,8
268,173,South End Library - Tremont St at W Newton St,9
270,181,South End Library - Tremont St at W Newton St,10
248,195,South End Library - Tremont St at W Newton St,11
272,223,South End Library - Tremont St at W Newton St,12
232,204,South End Library - Tremont St at W Newton St,13
241,237,South End Library - Tremont St at W Newton St,14
217,280,South End Library - Tremont St at W Newton St,15
256,342,South End Library - Tremont St at W Newton St,16
314,415,South End Library - Tremont St at W Newton St,17
344,430,South End Library - Tremont St at W Newton St,18
257,398,South End Library - Tremont St at W Newton St,19
159,304,South End Library - Tremont St at W Newton St,20
99,174,South End Library - Tremont St at W Newton St,21
78,112,South End Library - Tremont St at W Newton St,22
45,96,South End Library - Tremont St at W Newton St,23
1453,1485,South Station - 700 Atlantic Ave,
121,29,South Station - 700 Atlantic Ave,0
78,26,South Station - 700 Atlantic Ave,1
70,31,South Station - 700 Atlantic Ave,2
16,18,South Station - 700 Atlantic Ave,3
20,16,South Station - 700 Atlantic Ave,4
20,113,South Station - 700 Atlantic Ave,5
141,123,South Station - 700 Atlantic Ave,6
193,359,South Station - 700 Atlantic Ave,7
199,376,South Station - 700 Atlantic Ave,8
175,232,South Station - 700 Atlantic Ave,9
167,288,South Station - 700 Atlantic Ave,10
271,277,South Station - 700 Atlantic Ave,11
305,289,South Station - 700 Atlantic Ave,12
308,291,South Station - 700 Atlantic Ave,13
299,309,South Station - 700 Atlantic Ave,14
376,332,South Station - 700 Atlantic Ave,15
470,407,South Station - 700 Atlantic Ave,16
558,508,South Station - 700 Atlantic Ave,17
484,395,South Station - 700 Atlantic Ave,18
361,260,South Station - 700 Atlantic Ave,19
281,180,South Station - 700 Atlantic Ave,20
170,132,South Station - 700 Atlantic Ave,21
104,125,South Station - 700 Atlantic Ave,22
148,63,South Station - 700 Atlantic Ave,23
523,570,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,
31,6,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,0
23,6,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,1
7,5,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,2
5,2,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,3
1,7,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,4
24,69,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,5
32,213,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,6
45,421,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,7
101,664,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,8
66,309,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,9
87,175,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,10
117,134,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,11
181,188,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,12
198,175,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,13
203,203,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,14
331,163,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,15
479,198,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,16
672,192,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,17
402,174,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,18
231,157,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,19
142,92,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,20
72,43,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,21
51,21,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,22
38,8,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,23
29,35,Spring St at Powell St,
2,1,Spring St at Powell St,0
6,1,Spring St at Powell St,5
2,11,Spring St at Powell St,6
4,1,Spring St at Powell St,7
11,5,Spring St at Powell St,8
3,6,Spring St at Powell St,9
6,10,Spring St at Powell St,10
9,19,Spring St at Powell St,11
9,20,Spring St at Powell St,12
17,16,Spring St at Powell St,13
7,11,Spring St at Powell St,14
18,21,Spring St at Powell St,15
20,13,Spring St at Powell St,16
26,21,Spring St at Powell St,17
32,20,Spring St at Powell St,18
14,11,Spring St at Powell St,19
11,12,Spring St at Powell St,20
4,1,Spring St at Powell St,21
5,1,Spring St at Powell St,22
4,3,Spring St at Powell St,23
55,59,St Mary's,
61,63,St Mary's,0
61,32,St Mary's,1
75,14,St Mary's,2
19,10,St Mary's,3
11,7,St Mary's,4
30,30,St Mary's,5
49,43,St Mary's,6
105,97,St Mary's,7
151,194,St Mary's,8
139,184,St Mary's,9
191,155,St Mary's,10
226,176,St Mary's,11
272,259,St Mary's,12
243,286,St Mary's,13
252,277,St Mary's,14
280,247,St Mary's,15
367,365,St Mary's,16
426,464,St Mary's,17
379,456,St Mary's,18
400,387,St Mary's,19
244,285,St Mary's,20
128,136,St Mary's,21
93,107,St Mary's,22
64,77,St Mary's,23
412,443,State Street at Channel Center,
49,26,State Street at Channel Center,0
18,11,State Street at Channel Center,1
14,8,State Street at Channel Center,2
3,1,State Street at Channel Center,3
3,22,State Street at Channel Center,4
5,80,State Street at Channel Center,5
27,49,State Street at Channel Center,6
81,125,State Street at Channel Center,7
132,106,State Street at Channel Center,8
130,79,State Street at Channel Center,9
101,71,State Street at Channel Center,10
122,82,State Street at Channel Center,11
142,136,State Street at Channel Center,12
160,136,State Street at Channel Center,13
134,125,State Street at Channel Center,14
147,147,State Street at Channel Center,15
152,165,State Street at Channel Center,16
234,268,State Street at Channel Center,17
242,242,State Street at Channel Center,18
183,176,State Street at Channel Center,19
101,125,State Street at Channel Center,20
82,116,State Street at Channel Center,21
56,71,State Street at Channel Center,22
97,58,State Street at Channel Center,23
519,531,Stony Brook T Stop,
18,28,Stony Brook T Stop,0
18,22,Stony Brook T Stop,1
12,20,Stony Brook T Stop,2
1,2,Stony Brook T Stop,3
18,2,Stony Brook T Stop,4
31,5,Stony Brook T Stop,5
75,8,Stony Brook T Stop,6
147,83,Stony Brook T Stop,7
244,70,Stony Brook T Stop,8
182,84,Stony Brook T Stop,9
147,88,Stony Brook T Stop,10
164,167,Stony Brook T Stop,11
226,168,Stony Brook T Stop,12
232,198,Stony Brook T Stop,13
231,198,Stony Brook T Stop,14
170,311,Stony Brook T Stop,15
208,335,Stony Brook T Stop,16
309,491,Stony Brook T Stop,17
344,434,Stony Brook T Stop,18
265,265,Stony Brook T Stop,19
97,171,Stony Brook T Stop,20
59,133,Stony Brook T Stop,21
36,81,Stony Brook T Stop,22
37,49,Stony Brook T Stop,23
642,649,Stuart St at Berkeley St,
51,37,Stuart St at Berkeley St,0
27,20,Stuart St at Berkeley St,1
8,16,Stuart St at Berkeley St,2
12,11,Stuart St at Berkeley St,3
3,16,Stuart St at Berkeley St,4
14,28,Stuart St at Berkeley St,5
39,83,Stuart St at Berkeley St,6
39,120,Stuart St at Berkeley St,7
162,107,Stuart St at Berkeley St,8
133,188,Stuart St at Berkeley St,9
135,187,Stuart St at Berkeley St,10
213,199,Stuart St at Berkeley St,11
189,210,Stuart St at Berkeley St,12
237,212,Stuart St at Berkeley St,13
216,183,Stuart St at Berkeley St,14
232,233,Stuart St at Berkeley St,15
268,231,Stuart St at Berkeley St,16
303,224,Stuart St at Berkeley St,17
271,242,Stuart St at Berkeley St,18
175,188,Stuart St at Berkeley St,19
124,135,Stuart St at Berkeley St,20
109,83,Stuart St at Berkeley St,21
96,81,Stuart St at Berkeley St,22
109,37,Stuart St at Berkeley St,23
363,374,Stuart St at Charles St,
65,44,Stuart St at Charles St,0
44,43,Stuart St at Charles St,1
29,27,Stuart St at Charles St,2
12,12,Stuart St at Charles St,3
5,6,Stuart St at Charles St,4
29,22,Stuart St at Charles St,5
41,63,Stuart St at Charles St,6
53,162,Stuart St at Charles St,7
88,113,Stuart St at Charles St,8
120,110,Stuart St at Charles St,9
141,95,Stuart St at Charles St,10
172,162,Stuart St at Charles St,11
178,221,Stuart St at Charles St,12
188,238,Stuart St at Charles St,13
211,255,Stuart St at Charles St,14
202,256,Stuart St at Charles St,15
334,246,Stuart St at Charles St,16
299,264,Stuart St at Charles St,17
330,288,Stuart St at Charles St,18
243,264,Stuart St at Charles St,19
231,229,Stuart St at Charles St,20
192,181,Stuart St at Charles St,21
127,121,Stuart St at Charles St,22
161,115,Stuart St at Charles St,23
138,149,Sullivan Square,
17,24,Sullivan Square,0
2,2,Sullivan Square,1
4,3,Sullivan Square,2
3,,Sullivan Square,3
8,13,Sullivan Square,4
21,8,Sullivan Square,5
60,14,Sullivan Square,6
22,33,Sullivan Square,7
42,43,Sullivan Square,8
54,27,Sullivan Square,9
65,39,Sullivan Square,10
51,60,Sullivan Square,11
76,90,Sullivan Square,12
78,53,Sullivan Square,13
71,86,Sullivan Square,14
65,101,Sullivan Square,15
68,88,Sullivan Square,16
103,145,Sullivan Square,17
110,106,Sullivan Square,18
89,103,Sullivan Square,19
51,100,Sullivan Square,20
61,73,Sullivan Square,21
62,27,Sullivan Square,22
25,24,Sullivan Square,23
610,604,Surface Rd at India St,
49,30,Surface Rd at India St,0
38,17,Surface Rd at India St,1
21,17,Surface Rd at India St,2
6,5,Surface Rd at India St,3
5,1,Surface Rd at India St,4
8,33,Surface Rd at India St,5
66,105,Surface Rd at India St,6
84,208,Surface Rd at India St,7
66,273,Surface Rd at India St,8
89,216,Surface Rd at India St,9
141,158,Surface Rd at India St,10
168,204,Surface Rd at India St,11
285,237,Surface Rd at India St,12
209,243,Surface Rd at India St,13
262,211,Surface Rd at India St,14
352,218,Surface Rd at India St,15
349,308,Surface Rd at India St,16
466,265,Surface Rd at India St,17
365,277,Surface Rd at India St,18
249,261,Surface Rd at India St,19
170,141,Surface Rd at India St,20
152,115,Surface Rd at India St,21
135,82,Surface Rd at India St,22
80,95,Surface Rd at India St,23
640,654,Surface Rd at Summer St,
41,26,Surface Rd at Summer St,0
33,11,Surface Rd at Summer St,1
24,8,Surface Rd at Summer St,2
8,5,Surface Rd at Summer St,3
3,36,Surface Rd at Summer St,4
9,26,Surface Rd at Summer St,5
43,70,Surface Rd at Summer St,6
44,309,Surface Rd at Summer St,7
71,500,Surface Rd at Summer St,8
72,223,Surface Rd at Summer St,9
111,161,Surface Rd at Summer St,10
138,149,Surface Rd at Summer St,11
167,211,Surface Rd at Summer St,12
208,167,Surface Rd at Summer St,13
211,201,Surface Rd at Summer St,14
168,152,Surface Rd at Summer St,15
383,192,Surface Rd at Summer St,16
471,193,Surface Rd at Summer St,17
428,181,Surface Rd at Summer St,18
240,157,Surface Rd at Summer St,19
139,109,Surface Rd at Summer St,20
88,62,Surface Rd at Summer St,21
84,50,Surface Rd at Summer St,22
70,19,Surface Rd at Summer St,23
1,2,Swan St. Park,1
2,2,Swan St. Park,2
2,2,Swan St. Park,3
5,,Swan St. Park,5
13,1,Swan St. Park,6
7,2,Swan St. Park,7
6,4,Swan St. Park,8
1,3,Swan St. Park,9
5,5,Swan St. Park,10
5,4,Swan St. Park,12
7,8,Swan St. Park,13
2,13,Swan St. Park,14
7,13,Swan St. Park,15
14,15,Swan St. Park,16
7,11,Swan St. Park,17
9,12,Swan St. Park,18
14,12,Swan St. Park,19
10,7,Swan St. Park,20
9,6,Swan St. Park,21
4,4,Swan St. Park,22
1,1,Swan St. Park,23
253,264,Sydney St at Carson St,
6,35,Sydney St at Carson St,0
3,20,Sydney St at Carson St,1
1,5,Sydney St at Carson St,3
1,1,Sydney St at Carson St,4
13,3,Sydney St at Carson St,5
10,6,Sydney St at Carson St,6
17,13,Sydney St at Carson St,7
27,20,Sydney St at Carson St,8
29,13,Sydney St at Carson St,9
44,38,Sydney St at Carson St,10
30,43,Sydney St at Carson St,11
62,61,Sydney St at Carson St,12
48,64,Sydney St at Carson St,13
76,60,Sydney St at Carson St,14
60,61,Sydney St at Carson St,15
70,69,Sydney St at Carson St,16
109,98,Sydney St at Carson St,17
68,97,Sydney St at Carson St,18
57,76,Sydney St at Carson St,19
27,62,Sydney St at Carson St,20
16,27,Sydney St at Carson St,21
16,24,Sydney St at Carson St,22
11,38,Sydney St at Carson St,23
26,22,Talbot Ave At Blue Hill Ave,
4,11,Talbot Ave At Blue Hill Ave,0
9,10,Talbot Ave At Blue Hill Ave,1
6,10,Talbot Ave At Blue Hill Ave,2
6,2,Talbot Ave At Blue Hill Ave,3
12,4,Talbot Ave At Blue Hill Ave,5
3,15,Talbot Ave At Blue Hill Ave,6
15,8,Talbot Ave At Blue Hill Ave,7
15,10,Talbot Ave At Blue Hill Ave,8
21,22,Talbot Ave At Blue Hill Ave,9
11,10,Talbot Ave At Blue Hill Ave,10
26,21,Talbot Ave At Blue Hill Ave,11
32,26,Talbot Ave At Blue Hill Ave,12
16,18,Talbot Ave At Blue Hill Ave,13
33,40,Talbot Ave At Blue Hill Ave,14
27,34,Talbot Ave At Blue Hill Ave,15
38,46,Talbot Ave At Blue Hill Ave,16
60,63,Talbot Ave At Blue Hill Ave,17
42,38,Talbot Ave At Blue Hill Ave,18
35,32,Talbot Ave At Blue Hill Ave,19
43,30,Talbot Ave At Blue Hill Ave,20
28,34,Talbot Ave At Blue Hill Ave,21
12,26,Talbot Ave At Blue Hill Ave,22
6,23,Talbot Ave At Blue Hill Ave,23
111,124,Tappan St at Brookline Hills MBTA,
3,24,Tappan St at Brookline Hills MBTA,0
1,9,Tappan St at Brookline Hills MBTA,1
1,7,Tappan St at Brookline Hills MBTA,2
2,,Tappan St at Brookline Hills MBTA,4
26,1,Tappan St at Brookline Hills MBTA,5
26,,Tappan St at Brookline Hills MBTA,6
48,9,Tappan St at Brookline Hills MBTA,7
62,28,Tappan St at Brookline Hills MBTA,8
55,27,Tappan St at Brookline Hills MBTA,9
39,27,Tappan St at Brookline Hills MBTA,10
26,37,Tappan St at Brookline Hills MBTA,11
37,42,Tappan St at Brookline Hills MBTA,12
