dep_ct,arr_ct,loc,hour
480,470,Brookline Village - Station Street at MBTA,
71,67,Brookline Village - Station Street at MBTA,0
42,30,Brookline Village - Station Street at MBTA,1
20,35,Brookline Village - Station Street at MBTA,2
12,12,Brookline Village - Station Street at MBTA,3
8,14,Brookline Village - Station Street at MBTA,4
24,9,Brookline Village - Station Street at MBTA,5
77,43,Brookline Village - Station Street at MBTA,6
213,108,Brookline Village - Station Street at MBTA,7
234,106,Brookline Village - Station Street at MBTA,8
194,136,Brookline Village - Station Street at MBTA,9
206,218,Brookline Village - Station Street at MBTA,10
256,260,Brookline Village - Station Street at MBTA,11
313,288,Brookline Village - Station Street at MBTA,12
283,289,Brookline Village - Station Street at MBTA,13
283,290,Brookline Village - Station Street at MBTA,14
297,363,Brookline Village - Station Street at MBTA,15
328,423,Brookline Village - Station Street at MBTA,16
484,567,Brookline Village - Station Street at MBTA,17
524,534,Brookline Village - Station Street at MBTA,18
432,426,Brookline Village - Station Street at MBTA,19
223,286,Brookline Village - Station Street at MBTA,20
115,164,Brookline Village - Station Street at MBTA,21
89,98,Brookline Village - Station Street at MBTA,22
49,64,Brookline Village - Station Street at MBTA,23
250,215,Bunker Hill Community College,
8,9,Bunker Hill Community College,0
2,1,Bunker Hill Community College,1
1,,Bunker Hill Community College,3
3,3,Bunker Hill Community College,4
8,2,Bunker Hill Community College,5
72,7,Bunker Hill Community College,6
49,10,Bunker Hill Community College,7
56,67,Bunker Hill Community College,8
60,19,Bunker Hill Community College,9
31,20,Bunker Hill Community College,10
38,25,Bunker Hill Community College,11
45,54,Bunker Hill Community College,12
51,36,Bunker Hill Community College,13
57,40,Bunker Hill Community College,14
48,67,Bunker Hill Community College,15
62,75,Bunker Hill Community College,16
57,64,Bunker Hill Community College,17
63,85,Bunker Hill Community College,18
37,79,Bunker Hill Community College,19
38,29,Bunker Hill Community College,20
24,24,Bunker Hill Community College,21
10,9,Bunker Hill Community College,22
10,4,Bunker Hill Community College,23
134,156,Burlington Ave at Brookline Ave,
36,23,Burlington Ave at Brookline Ave,0
27,15,Burlington Ave at Brookline Ave,1
10,10,Burlington Ave at Brookline Ave,2
6,6,Burlington Ave at Brookline Ave,3
5,3,Burlington Ave at Brookline Ave,4
4,12,Burlington Ave at Brookline Ave,5
27,14,Burlington Ave at Brookline Ave,6
37,55,Burlington Ave at Brookline Ave,7
54,51,Burlington Ave at Brookline Ave,8
76,79,Burlington Ave at Brookline Ave,9
109,112,Burlington Ave at Brookline Ave,10
171,164,Burlington Ave at Brookline Ave,11
169,176,Burlington Ave at Brookline Ave,12
190,174,Burlington Ave at Brookline Ave,13
175,199,Burlington Ave at Brookline Ave,14
231,256,Burlington Ave at Brookline Ave,15
250,283,Burlington Ave at Brookline Ave,16
286,308,Burlington Ave at Brookline Ave,17
266,326,Burlington Ave at Brookline Ave,18
268,282,Burlington Ave at Brookline Ave,19
215,201,Burlington Ave at Brookline Ave,20
152,122,Burlington Ave at Brookline Ave,21
122,75,Burlington Ave at Brookline Ave,22
41,15,Burlington Ave at Brookline Ave,23
625,592,Cambridge Dept. of Public Works -147 Hampshire St.,
34,76,Cambridge Dept. of Public Works -147 Hampshire St.,0
22,36,Cambridge Dept. of Public Works -147 Hampshire St.,1
7,11,Cambridge Dept. of Public Works -147 Hampshire St.,2
5,4,Cambridge Dept. of Public Works -147 Hampshire St.,3
7,3,Cambridge Dept. of Public Works -147 Hampshire St.,4
16,15,Cambridge Dept. of Public Works -147 Hampshire St.,5
88,49,Cambridge Dept. of Public Works -147 Hampshire St.,6
126,97,Cambridge Dept. of Public Works -147 Hampshire St.,7
293,96,Cambridge Dept. of Public Works -147 Hampshire St.,8
239,108,Cambridge Dept. of Public Works -147 Hampshire St.,9
247,138,Cambridge Dept. of Public Works -147 Hampshire St.,10
239,167,Cambridge Dept. of Public Works -147 Hampshire St.,11
228,209,Cambridge Dept. of Public Works -147 Hampshire St.,12
275,207,Cambridge Dept. of Public Works -147 Hampshire St.,13
265,202,Cambridge Dept. of Public Works -147 Hampshire St.,14
275,252,Cambridge Dept. of Public Works -147 Hampshire St.,15
271,310,Cambridge Dept. of Public Works -147 Hampshire St.,16
330,360,Cambridge Dept. of Public Works -147 Hampshire St.,17
334,433,Cambridge Dept. of Public Works -147 Hampshire St.,18
307,383,Cambridge Dept. of Public Works -147 Hampshire St.,19
175,304,Cambridge Dept. of Public Works -147 Hampshire St.,20
149,263,Cambridge Dept. of Public Works -147 Hampshire St.,21
104,165,Cambridge Dept. of Public Works -147 Hampshire St.,22
47,151,Cambridge Dept. of Public Works -147 Hampshire St.,23
855,828,Cambridge Main Library at Broadway / Trowbridge St,
42,40,Cambridge Main Library at Broadway / Trowbridge St,0
10,22,Cambridge Main Library at Broadway / Trowbridge St,1
13,10,Cambridge Main Library at Broadway / Trowbridge St,2
5,4,Cambridge Main Library at Broadway / Trowbridge St,3
4,1,Cambridge Main Library at Broadway / Trowbridge St,4
56,11,Cambridge Main Library at Broadway / Trowbridge St,5
88,50,Cambridge Main Library at Broadway / Trowbridge St,6
273,107,Cambridge Main Library at Broadway / Trowbridge St,7
237,140,Cambridge Main Library at Broadway / Trowbridge St,8
275,127,Cambridge Main Library at Broadway / Trowbridge St,9
216,168,Cambridge Main Library at Broadway / Trowbridge St,10
236,245,Cambridge Main Library at Broadway / Trowbridge St,11
287,260,Cambridge Main Library at Broadway / Trowbridge St,12
249,271,Cambridge Main Library at Broadway / Trowbridge St,13
282,274,Cambridge Main Library at Broadway / Trowbridge St,14
266,329,Cambridge Main Library at Broadway / Trowbridge St,15
323,354,Cambridge Main Library at Broadway / Trowbridge St,16
426,589,Cambridge Main Library at Broadway / Trowbridge St,17
421,525,Cambridge Main Library at Broadway / Trowbridge St,18
348,404,Cambridge Main Library at Broadway / Trowbridge St,19
245,294,Cambridge Main Library at Broadway / Trowbridge St,20
149,176,Cambridge Main Library at Broadway / Trowbridge St,21
95,107,Cambridge Main Library at Broadway / Trowbridge St,22
68,64,Cambridge Main Library at Broadway / Trowbridge St,23
693,723,Cambridge St - at Columbia St / Webster Ave,
65,80,Cambridge St - at Columbia St / Webster Ave,0
28,30,Cambridge St - at Columbia St / Webster Ave,1
25,29,Cambridge St - at Columbia St / Webster Ave,2
13,8,Cambridge St - at Columbia St / Webster Ave,3
9,8,Cambridge St - at Columbia St / Webster Ave,4
21,24,Cambridge St - at Columbia St / Webster Ave,5
40,43,Cambridge St - at Columbia St / Webster Ave,6
155,136,Cambridge St - at Columbia St / Webster Ave,7
237,127,Cambridge St - at Columbia St / Webster Ave,8
214,237,Cambridge St - at Columbia St / Webster Ave,9
207,189,Cambridge St - at Columbia St / Webster Ave,10
224,179,Cambridge St - at Columbia St / Webster Ave,11
226,216,Cambridge St - at Columbia St / Webster Ave,12
232,258,Cambridge St - at Columbia St / Webster Ave,13
271,216,Cambridge St - at Columbia St / Webster Ave,14
301,286,Cambridge St - at Columbia St / Webster Ave,15
371,328,Cambridge St - at Columbia St / Webster Ave,16
465,457,Cambridge St - at Columbia St / Webster Ave,17
467,434,Cambridge St - at Columbia St / Webster Ave,18
375,424,Cambridge St - at Columbia St / Webster Ave,19
221,308,Cambridge St - at Columbia St / Webster Ave,20
172,238,Cambridge St - at Columbia St / Webster Ave,21
149,193,Cambridge St - at Columbia St / Webster Ave,22
86,137,Cambridge St - at Columbia St / Webster Ave,23
1401,1416,Cambridge St at Joy St,
101,117,Cambridge St at Joy St,0
91,65,Cambridge St at Joy St,1
44,42,Cambridge St at Joy St,2
18,27,Cambridge St at Joy St,3
13,18,Cambridge St at Joy St,4
26,85,Cambridge St at Joy St,5
117,408,Cambridge St at Joy St,6
301,348,Cambridge St at Joy St,7
541,579,Cambridge St at Joy St,8
524,533,Cambridge St at Joy St,9
461,435,Cambridge St at Joy St,10
516,476,Cambridge St at Joy St,11
558,559,Cambridge St at Joy St,12
563,521,Cambridge St at Joy St,13
521,577,Cambridge St at Joy St,14
697,637,Cambridge St at Joy St,15
798,675,Cambridge St at Joy St,16
1009,766,Cambridge St at Joy St,17
868,881,Cambridge St at Joy St,18
812,744,Cambridge St at Joy St,19
508,419,Cambridge St at Joy St,20
253,278,Cambridge St at Joy St,21
171,240,Cambridge St at Joy St,22
181,148,Cambridge St at Joy St,23
481,505,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,
24,30,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,0
20,32,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,1
9,13,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,2
3,2,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,3
6,8,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,4
18,4,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,5
13,19,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,6
107,89,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,7
55,62,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,8
86,204,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,9
142,240,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,10
237,367,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,11
346,399,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,12
374,382,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,13
429,432,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,14
441,417,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,15
476,531,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,16
579,564,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,17
631,364,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,18
338,204,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,19
145,96,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,20
103,73,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,21
52,109,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,22
38,38,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,23
32,32,Canal St at Causeway St,0
27,28,Canal St at Causeway St,1
8,24,Canal St at Causeway St,2
12,11,Canal St at Causeway St,3
33,9,Canal St at Causeway St,5
52,15,Canal St at Causeway St,6
71,73,Canal St at Causeway St,7
175,81,Canal St at Causeway St,8
117,77,Canal St at Causeway St,9
142,78,Canal St at Causeway St,10
171,116,Canal St at Causeway St,11
158,171,Canal St at Causeway St,12
172,174,Canal St at Causeway St,13
177,136,Canal St at Causeway St,14
167,203,Canal St at Causeway St,15
169,242,Canal St at Causeway St,16
229,303,Canal St at Causeway St,17
240,285,Canal St at Causeway St,18
217,193,Canal St at Causeway St,19
124,140,Canal St at Causeway St,20
87,134,Canal St at Causeway St,21
88,94,Canal St at Causeway St,22
70,54,Canal St at Causeway St,23
10,15,Central Ave at River St,
2,2,Central Ave at River St,4
2,2,Central Ave at River St,5
20,21,Central Ave at River St,6
27,24,Central Ave at River St,7
28,24,Central Ave at River St,8
32,31,Central Ave at River St,9
46,53,Central Ave at River St,10
44,44,Central Ave at River St,11
51,66,Central Ave at River St,12
81,80,Central Ave at River St,13
68,65,Central Ave at River St,14
69,67,Central Ave at River St,15
62,67,Central Ave at River St,16
53,56,Central Ave at River St,17
68,76,Central Ave at River St,18
65,62,Central Ave at River St,19
12,14,Central Ave at River St,20
6,4,Central Ave at River St,21
5,8,Central Ave at River St,22
3,4,Central Ave at River St,23
1343,1370,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,
141,122,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,0
58,59,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,1
8,22,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,2
9,26,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,3
3,18,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,4
35,56,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,5
127,65,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,6
444,219,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,7
627,332,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,8
486,343,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,9
430,419,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,10
475,508,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,11
537,522,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,12
587,619,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,13
585,638,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,14
620,583,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,15
609,781,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,16
799,919,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,17
799,874,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,18
671,738,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,19
385,539,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,20
325,353,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,21
251,220,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,22
175,137,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,23
128,145,Central Square East Boston,
8,26,Central Square East Boston,0
10,12,Central Square East Boston,1
1,3,Central Square East Boston,2
6,4,Central Square East Boston,3
5,19,Central Square East Boston,4
4,17,Central Square East Boston,5
6,9,Central Square East Boston,6
19,26,Central Square East Boston,7
76,37,Central Square East Boston,8
85,40,Central Square East Boston,9
67,82,Central Square East Boston,10
64,94,Central Square East Boston,11
99,96,Central Square East Boston,12
100,99,Central Square East Boston,13
103,85,Central Square East Boston,14
109,122,Central Square East Boston,15
127,114,Central Square East Boston,16
145,153,Central Square East Boston,17
175,159,Central Square East Boston,18
126,112,Central Square East Boston,19
100,96,Central Square East Boston,20
47,62,Central Square East Boston,21
26,64,Central Square East Boston,22
28,45,Central Square East Boston,23
3223,3267,Central Square at Mass Ave / Essex St,
135,122,Central Square at Mass Ave / Essex St,0
69,59,Central Square at Mass Ave / Essex St,1
26,24,Central Square at Mass Ave / Essex St,2
17,13,Central Square at Mass Ave / Essex St,3
14,14,Central Square at Mass Ave / Essex St,4
61,64,Central Square at Mass Ave / Essex St,5
166,121,Central Square at Mass Ave / Essex St,6
290,323,Central Square at Mass Ave / Essex St,7
372,594,Central Square at Mass Ave / Essex St,8
512,632,Central Square at Mass Ave / Essex St,9
652,653,Central Square at Mass Ave / Essex St,10
817,874,Central Square at Mass Ave / Essex St,11
1024,976,Central Square at Mass Ave / Essex St,12
1069,991,Central Square at Mass Ave / Essex St,13
1052,1165,Central Square at Mass Ave / Essex St,14
1142,1271,Central Square at Mass Ave / Essex St,15
1344,1525,Central Square at Mass Ave / Essex St,16
1660,1851,Central Square at Mass Ave / Essex St,17
1964,1973,Central Square at Mass Ave / Essex St,18
1597,1588,Central Square at Mass Ave / Essex St,19
1312,1138,Central Square at Mass Ave / Essex St,20
647,516,Central Square at Mass Ave / Essex St,21
395,337,Central Square at Mass Ave / Essex St,22
229,182,Central Square at Mass Ave / Essex St,23
34,37,Centre St at Parkway YMCA,
1,,Centre St at Parkway YMCA,0
2,2,Centre St at Parkway YMCA,3
2,2,Centre St at Parkway YMCA,4
1,,Centre St at Parkway YMCA,5
3,1,Centre St at Parkway YMCA,6
2,21,Centre St at Parkway YMCA,7
9,4,Centre St at Parkway YMCA,8
10,6,Centre St at Parkway YMCA,9
17,5,Centre St at Parkway YMCA,10
10,10,Centre St at Parkway YMCA,11
7,11,Centre St at Parkway YMCA,12
14,12,Centre St at Parkway YMCA,13
10,5,Centre St at Parkway YMCA,14
19,11,Centre St at Parkway YMCA,15
8,7,Centre St at Parkway YMCA,16
9,5,Centre St at Parkway YMCA,17
9,11,Centre St at Parkway YMCA,18
11,11,Centre St at Parkway YMCA,19
6,14,Centre St at Parkway YMCA,20
5,,Centre St at Parkway YMCA,21
4,,Centre St at Parkway YMCA,22
1,3,Centre St at Parkway YMCA,23
36,45,Centre St at Seaverns Ave,
12,9,Centre St at Seaverns Ave,0
9,8,Centre St at Seaverns Ave,1
1,2,Centre St at Seaverns Ave,2
7,3,Centre St at Seaverns Ave,4
5,4,Centre St at Seaverns Ave,5
68,16,Centre St at Seaverns Ave,6
135,21,Centre St at Seaverns Ave,7
54,43,Centre St at Seaverns Ave,8
66,73,Centre St at Seaverns Ave,9
92,94,Centre St at Seaverns Ave,10
105,126,Centre St at Seaverns Ave,11
117,148,Centre St at Seaverns Ave,12
128,192,Centre St at Seaverns Ave,13
147,189,Centre St at Seaverns Ave,14
171,191,Centre St at Seaverns Ave,15
166,231,Centre St at Seaverns Ave,16
198,260,Centre St at Seaverns Ave,17
207,221,Centre St at Seaverns Ave,18
159,123,Centre St at Seaverns Ave,19
106,58,Centre St at Seaverns Ave,20
45,34,Centre St at Seaverns Ave,21
23,16,Centre St at Seaverns Ave,22
17,12,Centre St at Seaverns Ave,23
36,32,Centre St at W. Roxbury Post Office,
1,2,Centre St at W. Roxbury Post Office,0
4,2,Centre St at W. Roxbury Post Office,4
5,8,Centre St at W. Roxbury Post Office,5
1,13,Centre St at W. Roxbury Post Office,6
5,12,Centre St at W. Roxbury Post Office,7
10,2,Centre St at W. Roxbury Post Office,8
5,5,Centre St at W. Roxbury Post Office,9
8,10,Centre St at W. Roxbury Post Office,10
9,8,Centre St at W. Roxbury Post Office,11
15,6,Centre St at W. Roxbury Post Office,12
9,8,Centre St at W. Roxbury Post Office,13
17,15,Centre St at W. Roxbury Post Office,14
15,11,Centre St at W. Roxbury Post Office,15
36,37,Centre St at W. Roxbury Post Office,16
34,54,Centre St at W. Roxbury Post Office,17
21,19,Centre St at W. Roxbury Post Office,18
11,9,Centre St at W. Roxbury Post Office,19
10,4,Centre St at W. Roxbury Post Office,20
6,3,Centre St at W. Roxbury Post Office,21
2,,Centre St at W. Roxbury Post Office,22
2,2,Centre St at W. Roxbury Post Office,23
2513,2614,Charles Circle - Charles St at Cambridge St,
151,114,Charles Circle - Charles St at Cambridge St,0
123,86,Charles Circle - Charles St at Cambridge St,1
73,45,Charles Circle - Charles St at Cambridge St,2
30,28,Charles Circle - Charles St at Cambridge St,3
17,70,Charles Circle - Charles St at Cambridge St,4
127,265,Charles Circle - Charles St at Cambridge St,5
308,1064,Charles Circle - Charles St at Cambridge St,6
731,1227,Charles Circle - Charles St at Cambridge St,7
760,1380,Charles Circle - Charles St at Cambridge St,8
670,1051,Charles Circle - Charles St at Cambridge St,9
635,904,Charles Circle - Charles St at Cambridge St,10
843,1102,Charles Circle - Charles St at Cambridge St,11
1028,1166,Charles Circle - Charles St at Cambridge St,12
1111,1178,Charles Circle - Charles St at Cambridge St,13
1110,1205,Charles Circle - Charles St at Cambridge St,14
1573,1190,Charles Circle - Charles St at Cambridge St,15
1819,1361,Charles Circle - Charles St at Cambridge St,16
2416,1758,Charles Circle - Charles St at Cambridge St,17
2274,1760,Charles Circle - Charles St at Cambridge St,18
1920,1371,Charles Circle - Charles St at Cambridge St,19
1103,842,Charles Circle - Charles St at Cambridge St,20
617,515,Charles Circle - Charles St at Cambridge St,21
435,384,Charles Circle - Charles St at Cambridge St,22
266,230,Charles Circle - Charles St at Cambridge St,23
807,825,Charlestown Navy Yard,
61,32,Charlestown Navy Yard,0
6,17,Charlestown Navy Yard,1
10,6,Charlestown Navy Yard,2
33,13,Charlestown Navy Yard,3
43,12,Charlestown Navy Yard,4
54,70,Charlestown Navy Yard,5
31,91,Charlestown Navy Yard,6
101,290,Charlestown Navy Yard,7
175,422,Charlestown Navy Yard,8
190,415,Charlestown Navy Yard,9
174,243,Charlestown Navy Yard,10
198,237,Charlestown Navy Yard,11
308,361,Charlestown Navy Yard,12
295,361,Charlestown Navy Yard,13
345,319,Charlestown Navy Yard,14
379,358,Charlestown Navy Yard,15
508,476,Charlestown Navy Yard,16
621,463,Charlestown Navy Yard,17
628,409,Charlestown Navy Yard,18
503,339,Charlestown Navy Yard,19
330,207,Charlestown Navy Yard,20
209,155,Charlestown Navy Yard,21
168,129,Charlestown Navy Yard,22
136,51,Charlestown Navy Yard,23
85,85,Chelsea St at Saratoga St,
9,15,Chelsea St at Saratoga St,0
2,8,Chelsea St at Saratoga St,1
2,6,Chelsea St at Saratoga St,4
3,29,Chelsea St at Saratoga St,5
1,29,Chelsea St at Saratoga St,6
2,13,Chelsea St at Saratoga St,7
4,32,Chelsea St at Saratoga St,8
42,32,Chelsea St at Saratoga St,9
48,29,Chelsea St at Saratoga St,10
32,20,Chelsea St at Saratoga St,11
44,37,Chelsea St at Saratoga St,12
60,30,Chelsea St at Saratoga St,13
53,36,Chelsea St at Saratoga St,14
77,44,Chelsea St at Saratoga St,15
57,59,Chelsea St at Saratoga St,16
64,71,Chelsea St at Saratoga St,17
78,63,Chelsea St at Saratoga St,18
62,93,Chelsea St at Saratoga St,19
39,66,Chelsea St at Saratoga St,20
43,28,Chelsea St at Saratoga St,21
28,16,Chelsea St at Saratoga St,22
24,15,Chelsea St at Saratoga St,23
53,77,Chelsea St at Vine St,
1,4,Chelsea St at Vine St,0
2,3,Chelsea St at Vine St,1
3,1,Chelsea St at Vine St,2
12,8,Chelsea St at Vine St,4
3,17,Chelsea St at Vine St,5
2,29,Chelsea St at Vine St,6
6,20,Chelsea St at Vine St,7
8,13,Chelsea St at Vine St,8
17,14,Chelsea St at Vine St,9
48,22,Chelsea St at Vine St,10
58,36,Chelsea St at Vine St,11
45,35,Chelsea St at Vine St,12
41,72,Chelsea St at Vine St,13
67,57,Chelsea St at Vine St,14
58,64,Chelsea St at Vine St,15
30,38,Chelsea St at Vine St,16
62,36,Chelsea St at Vine St,17
42,36,Chelsea St at Vine St,18
17,31,Chelsea St at Vine St,19
11,18,Chelsea St at Vine St,20
3,8,Chelsea St at Vine St,21
6,15,Chelsea St at Vine St,22
1,5,Chelsea St at Vine St,23
612,601,Child St at North St,
33,65,Child St at North St,0
30,39,Child St at North St,1
26,26,Child St at North St,2
7,13,Child St at North St,3
7,8,Child St at North St,4
40,17,Child St at North St,5
130,16,Child St at North St,6
219,44,Child St at North St,7
302,97,Child St at North St,8
232,109,Child St at North St,9
273,146,Child St at North St,10
280,175,Child St at North St,11
374,219,Child St at North St,12
285,282,Child St at North St,13
328,295,Child St at North St,14
303,328,Child St at North St,15
366,417,Child St at North St,16
527,568,Child St at North St,17
488,516,Child St at North St,18
397,521,Child St at North St,19
187,366,Child St at North St,20
123,258,Child St at North St,21
89,208,Child St at North St,22
55,154,Child St at North St,23
564,589,Chinatown Gate Plaza,
75,76,Chinatown Gate Plaza,0
53,50,Chinatown Gate Plaza,1
37,18,Chinatown Gate Plaza,2
16,7,Chinatown Gate Plaza,3
6,4,Chinatown Gate Plaza,4
50,12,Chinatown Gate Plaza,5
40,46,Chinatown Gate Plaza,6
71,91,Chinatown Gate Plaza,7
123,210,Chinatown Gate Plaza,8
189,176,Chinatown Gate Plaza,9
202,179,Chinatown Gate Plaza,10
158,182,Chinatown Gate Plaza,11
181,206,Chinatown Gate Plaza,12
250,213,Chinatown Gate Plaza,13
232,184,Chinatown Gate Plaza,14
289,242,Chinatown Gate Plaza,15
336,285,Chinatown Gate Plaza,16
403,331,Chinatown Gate Plaza,17
328,330,Chinatown Gate Plaza,18
251,293,Chinatown Gate Plaza,19
175,199,Chinatown Gate Plaza,20
142,144,Chinatown Gate Plaza,21
141,183,Chinatown Gate Plaza,22
106,124,Chinatown Gate Plaza,23
844,881,Chinatown T Stop,
108,108,Chinatown T Stop,0
95,59,Chinatown T Stop,1
58,38,Chinatown T Stop,2
30,23,Chinatown T Stop,3
22,12,Chinatown T Stop,4
85,105,Chinatown T Stop,5
228,141,Chinatown T Stop,6
238,209,Chinatown T Stop,7
262,299,Chinatown T Stop,8
320,332,Chinatown T Stop,9
318,331,Chinatown T Stop,10
362,399,Chinatown T Stop,11
517,506,Chinatown T Stop,12
516,572,Chinatown T Stop,13
589,632,Chinatown T Stop,14
637,727,Chinatown T Stop,15
709,782,Chinatown T Stop,16
890,894,Chinatown T Stop,17
823,834,Chinatown T Stop,18
708,725,Chinatown T Stop,19
503,535,Chinatown T Stop,20
350,291,Chinatown T Stop,21
272,236,Chinatown T Stop,22
152,166,Chinatown T Stop,23
2150,2210,Christian Science Plaza - Massachusetts Ave at Westland Ave,
241,208,Christian Science Plaza - Massachusetts Ave at Westland Ave,0
148,137,Christian Science Plaza - Massachusetts Ave at Westland Ave,1
94,75,Christian Science Plaza - Massachusetts Ave at Westland Ave,2
33,29,Christian Science Plaza - Massachusetts Ave at Westland Ave,3
21,22,Christian Science Plaza - Massachusetts Ave at Westland Ave,4
70,48,Christian Science Plaza - Massachusetts Ave at Westland Ave,5
270,101,Christian Science Plaza - Massachusetts Ave at Westland Ave,6
529,209,Christian Science Plaza - Massachusetts Ave at Westland Ave,7
614,441,Christian Science Plaza - Massachusetts Ave at Westland Ave,8
578,497,Christian Science Plaza - Massachusetts Ave at Westland Ave,9
613,562,Christian Science Plaza - Massachusetts Ave at Westland Ave,10
681,672,Christian Science Plaza - Massachusetts Ave at Westland Ave,11
860,904,Christian Science Plaza - Massachusetts Ave at Westland Ave,12
908,951,Christian Science Plaza - Massachusetts Ave at Westland Ave,13
989,960,Christian Science Plaza - Massachusetts Ave at Westland Ave,14
982,1058,Christian Science Plaza - Massachusetts Ave at Westland Ave,15
1099,1340,Christian Science Plaza - Massachusetts Ave at Westland Ave,16
1501,1683,Christian Science Plaza - Massachusetts Ave at Westland Ave,17
1690,1701,Christian Science Plaza - Massachusetts Ave at Westland Ave,18
1420,1607,Christian Science Plaza - Massachusetts Ave at Westland Ave,19
950,1101,Christian Science Plaza - Massachusetts Ave at Westland Ave,20
694,605,Christian Science Plaza - Massachusetts Ave at Westland Ave,21
489,466,Christian Science Plaza - Massachusetts Ave at Westland Ave,22
346,369,Christian Science Plaza - Massachusetts Ave at Westland Ave,23
207,198,Clarendon Hill at Broadway,
2,10,Clarendon Hill at Broadway,0
1,7,Clarendon Hill at Broadway,1
1,5,Clarendon Hill at Broadway,2
2,2,Clarendon Hill at Broadway,3
4,4,Clarendon Hill at Broadway,4
11,15,Clarendon Hill at Broadway,5
24,25,Clarendon Hill at Broadway,6
68,54,Clarendon Hill at Broadway,7
57,57,Clarendon Hill at Broadway,8
59,95,Clarendon Hill at Broadway,9
53,84,Clarendon Hill at Broadway,10
79,88,Clarendon Hill at Broadway,11
82,80,Clarendon Hill at Broadway,12
111,85,Clarendon Hill at Broadway,13
107,88,Clarendon Hill at Broadway,14
147,100,Clarendon Hill at Broadway,15
126,107,Clarendon Hill at Broadway,16
117,134,Clarendon Hill at Broadway,17
132,126,Clarendon Hill at Broadway,18
99,93,Clarendon Hill at Broadway,19
60,48,Clarendon Hill at Broadway,20
23,33,Clarendon Hill at Broadway,21
20,45,Clarendon Hill at Broadway,22
8,11,Clarendon Hill at Broadway,23
135,119,Clarendon St at Newbury St,
49,55,Clarendon St at Newbury St,0
32,12,Clarendon St at Newbury St,1
25,22,Clarendon St at Newbury St,2
9,6,Clarendon St at Newbury St,3
10,2,Clarendon St at Newbury St,4
27,4,Clarendon St at Newbury St,5
45,40,Clarendon St at Newbury St,6
76,169,Clarendon St at Newbury St,7
118,192,Clarendon St at Newbury St,8
134,190,Clarendon St at Newbury St,9
164,221,Clarendon St at Newbury St,10
204,282,Clarendon St at Newbury St,11
246,307,Clarendon St at Newbury St,12
310,345,Clarendon St at Newbury St,13
302,389,Clarendon St at Newbury St,14
360,390,Clarendon St at Newbury St,15
